Species;survey;year;mean_number_pr_haul
Chimaera monstrosa;NS-IBTS3;2016;0.685714286
Chimaera monstrosa;NS-IBTS3;2017;0.793103448
Chimaera monstrosa;NS-IBTS3;2018;0.807692308
Chimaera monstrosa;PT-IBTS;2002;0
Chimaera monstrosa;PT-IBTS;2003;0.59375
Chimaera monstrosa;PT-IBTS;2004;0.383333333
Chimaera monstrosa;PT-IBTS;2005;0.045454546
Chimaera monstrosa;PT-IBTS;2006;0.258064516
Chimaera monstrosa;PT-IBTS;2007;0.013888889
Chimaera monstrosa;PT-IBTS;2008;0.307692308
Chimaera monstrosa;PT-IBTS;2009;0.279411765
Chimaera monstrosa;PT-IBTS;2010;0.03030303
Chimaera monstrosa;PT-IBTS;2011;0.031746032
Chimaera monstrosa;PT-IBTS;2013;0.114754098
Chimaera monstrosa;PT-IBTS;2014;0.020689655
Chimaera monstrosa;PT-IBTS;2015;0.095416667
Chimaera monstrosa;PT-IBTS;2016;0.179245283
Chimaera monstrosa;PT-IBTS;2017;0.966101695
Chimaera monstrosa;SP-ARSA;1996;9.8871337
Chimaera monstrosa;SP-ARSA;2000;1.680592123
Chimaera monstrosa;SP-ARSA;2001;2.941194033
Chimaera monstrosa;SP-ARSA;2002;0.443209877
Chimaera monstrosa;SP-ARSA;2003;2.301535088
Chimaera monstrosa;SP-ARSA;2004;1.134667398
Chimaera monstrosa;SP-ARSA;2005;0.907382625
Chimaera monstrosa;SP-ARSA;2006;1.607241244
Chimaera monstrosa;SP-ARSA;2007;6.525091926
Chimaera monstrosa;SP-ARSA;2008;6.037433264
Chimaera monstrosa;SP-ARSA;2009;3.871157237
Chimaera monstrosa;SP-ARSA;2010;2.380217779
Chimaera monstrosa;SP-ARSA;2011;1.919778502
Chimaera monstrosa;SP-ARSA;2012;2.668837573
Chimaera monstrosa;SP-ARSA;2013;7.993362766
Chimaera monstrosa;SP-ARSA;2014;5.601995552
Chimaera monstrosa;SP-ARSA;2015;7.793756052
Chimaera monstrosa;SP-ARSA;2016;9.745156645
Chimaera monstrosa;SP-ARSA;2017;10.52967876
Chimaera monstrosa;SP-ARSA;2018;8.470553695
Conger conger;BTS;1996;0.01863354
Conger conger;BTS;1997;1
Conger conger;BTS;1998;0.03164557
Conger conger;BTS;1999;0.025974026
Conger conger;BTS;2000;0.071428571
Conger conger;BTS;2001;0.051724138
Conger conger;BTS;2002;0.011904762
Conger conger;BTS;2003;0.018867925
Conger conger;BTS;2004;0.044025157
Conger conger;BTS;2005;0.024943311
Conger conger;BTS;2006;0.012820513
Conger conger;BTS;2007;0.044025157
Conger conger;BTS;2008;0.01948052
Conger conger;BTS;2009;0.025079618
Conger conger;BTS;2010;0.012269939
Conger conger;BTS;2011;0.056944444
Conger conger;BTS;2012;0.044303798
Conger conger;BTS;2013;0.044303798
Conger conger;BTS;2014;0.006289308
Conger conger;BTS;2015;0.057324841
Conger conger;BTS;2016;0.025806452
Conger conger;BTS;2017;0.11038961
Conger conger;BTS;2018;0.096313364
Conger conger;BTSVIII;2011;0.218343411
Conger conger;BTSVIII;2012;0.268125207
Conger conger;BTSVIII;2013;0.62681506
Conger conger;BTSVIII;2014;0.420298347
Conger conger;BTSVIII;2015;0.316276264
Conger conger;BTSVIII;2016;0.208760979
Conger conger;BTSVIII;2017;0.305464121
Conger conger;EVHOE;1997;0.620369342
Conger conger;EVHOE;1998;0.613860561
Conger conger;EVHOE;1999;0.990706095
Conger conger;EVHOE;2000;1.618752709
Conger conger;EVHOE;2001;1.164309832
Conger conger;EVHOE;2002;1.441090075
Conger conger;EVHOE;2003;0.71497958
Conger conger;EVHOE;2004;1.505572916
Conger conger;EVHOE;2005;1.495136902
Conger conger;EVHOE;2006;1.058874972
Conger conger;EVHOE;2007;1.034168178
Conger conger;EVHOE;2008;1.694640788
Conger conger;EVHOE;2009;1.109130731
Conger conger;EVHOE;2010;0.963714994
Conger conger;EVHOE;2011;1.225209144
Conger conger;EVHOE;2012;1.032353921
Conger conger;EVHOE;2013;2.074444856
Conger conger;EVHOE;2014;2.497002472
Conger conger;EVHOE;2015;14.95592311
Conger conger;EVHOE;2016;1.048608547
Conger conger;FR-CGFS;1988;0.017241379
Conger conger;FR-CGFS;1989;0
Conger conger;FR-CGFS;1990;0
Conger conger;FR-CGFS;1991;0
Conger conger;FR-CGFS;1992;0
Conger conger;FR-CGFS;1993;0
Conger conger;FR-CGFS;1994;0
Conger conger;FR-CGFS;1995;0.017076923
Conger conger;FR-CGFS;1996;0
Conger conger;FR-CGFS;1997;0
Conger conger;FR-CGFS;1998;0.032786885
Conger conger;FR-CGFS;1999;0.052631579
Conger conger;FR-CGFS;2000;0.013441558
Conger conger;FR-CGFS;2001;0.011764706
Conger conger;FR-CGFS;2002;0.013157895
Conger conger;FR-CGFS;2003;0.016730769
Conger conger;FR-CGFS;2004;0.030555556
Conger conger;FR-CGFS;2005;0.011363636
Conger conger;FR-CGFS;2006;0.055555556
Conger conger;FR-CGFS;2007;0.04
Conger conger;FR-CGFS;2008;0.05625
Conger conger;FR-CGFS;2009;0
Conger conger;FR-CGFS;2010;0.045454546
Conger conger;FR-CGFS;2011;0.048780488
Conger conger;FR-CGFS;2012;0.042857143
Conger conger;FR-CGFS;2013;0.013888889
Conger conger;FR-CGFS;2014;0.178571429
Conger conger;FR-CGFS;2015;0.096774194
Conger conger;FR-CGFS;2016;0.126984127
Conger conger;FR-CGFS;2017;0.192982456
Conger conger;FR-CGFS;2018;0.412698413
Conger conger;NIGFS;2006;0
Conger conger;NIGFS;2007;0
Conger conger;NIGFS;2008;0
Conger conger;NIGFS;2009;0.032967033
Conger conger;NIGFS;2010;0.014563107
Conger conger;NIGFS;2011;0.041958042
Conger conger;NIGFS;2012;0.144389427
Conger conger;NIGFS;2013;0.060606061
Conger conger;NIGFS;2014;0.247524753
Conger conger;NIGFS;2015;0.264797508
Conger conger;NIGFS;2016;0.425925926
Conger conger;NIGFS;2017;2.62037037
Conger conger;PT-IBTS;2002;0.371212121
Conger conger;PT-IBTS;2003;1.316455696
Conger conger;PT-IBTS;2004;2.974683544
Conger conger;PT-IBTS;2005;1.988636364
Conger conger;PT-IBTS;2006;1.738372093
Conger conger;PT-IBTS;2007;4.002708333
Conger conger;PT-IBTS;2008;1.784883721
Conger conger;PT-IBTS;2009;0.602150538
Conger conger;PT-IBTS;2010;1.540229885
Conger conger;PT-IBTS;2011;1.065476191
Conger conger;PT-IBTS;2013;1.114130435
Conger conger;PT-IBTS;2014;1.051282051
Conger conger;PT-IBTS;2015;2.344827586
Conger conger;PT-IBTS;2016;0.269814815
Conger conger;PT-IBTS;2017;0.958103448
Conger conger;SP-ARSA;1996;3.4375
Conger conger;SP-ARSA;2000;1.153846154
Conger conger;SP-ARSA;2001;2.775862069
Conger conger;SP-ARSA;2002;3.549060141
Conger conger;SP-ARSA;2003;2.259886364
Conger conger;SP-ARSA;2004;2.020833333
Conger conger;SP-ARSA;2005;0.911261582
Conger conger;SP-ARSA;2006;0.961120401
Conger conger;SP-ARSA;2007;1.746031746
Conger conger;SP-ARSA;2008;2.048164056
Conger conger;SP-ARSA;2009;1.577139368
Conger conger;SP-ARSA;2010;5.677777778
Conger conger;SP-ARSA;2011;3.163202315
Conger conger;SP-ARSA;2012;5.466064248
Conger conger;SP-ARSA;2013;4.416624297
Conger conger;SP-ARSA;2014;3.41895933
Conger conger;SP-ARSA;2015;3.692878433
Conger conger;SP-ARSA;2016;3.369131387
Conger conger;SP-ARSA;2017;3.398351648
Conger conger;SP-ARSA;2018;3.416666667
Conger conger;SP-NORTH;1990;2.291304348
Conger conger;SP-NORTH;1991;4.761015326
Conger conger;SP-NORTH;1992;3.222887874
Conger conger;SP-NORTH;1994;1.886192787
Conger conger;SP-NORTH;1997;3.470432613
Conger conger;SP-NORTH;2001;6.552238806
Conger conger;SP-NORTH;2002;4.947231882
Conger conger;SP-NORTH;2003;4.595607484
Conger conger;SP-NORTH;2004;10.60281534
Conger conger;SP-NORTH;2005;7.388235294
Conger conger;SP-NORTH;2006;5.71758135
Conger conger;SP-NORTH;2007;5.802418657
Conger conger;SP-NORTH;2008;9.87695794
Conger conger;SP-NORTH;2009;11.14275827
Conger conger;SP-NORTH;2010;17.1941668
Conger conger;SP-NORTH;2011;10.44473007
Conger conger;SP-NORTH;2012;10.35691294
Conger conger;SP-NORTH;2013;21.28018095
Conger conger;SP-NORTH;2014;14.66703965
Conger conger;SP-NORTH;2015;12.07942037
Conger conger;SP-NORTH;2016;17.5645062
Conger conger;SP-NORTH;2017;13.09098128
Conger conger;SP-NORTH;2018;17.18397777
Conger conger;SP-PORC;2001;0.367088608
Conger conger;SP-PORC;2002;0.682352941
Conger conger;SP-PORC;2003;0.416666667
Conger conger;SP-PORC;2004;0.754450962
Conger conger;SP-PORC;2005;0.754030167
Conger conger;SP-PORC;2006;0.871326208
Conger conger;SP-PORC;2007;1.000555706
Conger conger;SP-PORC;2008;0.666090715
Conger conger;SP-PORC;2009;0.956543614
Conger conger;SP-PORC;2010;0.852907866
Conger conger;SP-PORC;2011;0.687074746
Conger conger;SP-PORC;2012;0.560248459
Conger conger;SP-PORC;2013;0.767121541
Conger conger;SP-PORC;2014;0.506493507
Conger conger;SP-PORC;2015;0.4
Conger conger;SP-PORC;2016;0.403846154
Conger conger;SP-PORC;2017;0.32278481
Conger conger;SP-PORC;2018;0.3
Conger conger;SWC-IBTS1;1985;0.122641509
Conger conger;SWC-IBTS1;1986;0.029411765
Conger conger;SWC-IBTS1;1987;0.025641026
Conger conger;SWC-IBTS1;1988;0.034090909
Conger conger;SWC-IBTS1;1989;0.135135135
Conger conger;SWC-IBTS1;1990;0.025641026
Conger conger;SWC-IBTS1;1991;0.010869565
Conger conger;SWC-IBTS1;1992;0.041666667
Conger conger;SWC-IBTS1;1993;0.02631579
Conger conger;SWC-IBTS1;1994;0.151162791
Conger conger;SWC-IBTS1;1995;0
Conger conger;SWC-IBTS1;1996;0.097560976
Conger conger;SWC-IBTS1;1997;0.109756098
Conger conger;SWC-IBTS1;1998;0.238095238
Conger conger;SWC-IBTS1;1999;0.145833333
Conger conger;SWC-IBTS1;2000;0.041666667
Conger conger;SWC-IBTS1;2001;0
Conger conger;SWC-IBTS1;2002;0.225
Conger conger;SWC-IBTS1;2003;0.5
Conger conger;SWC-IBTS1;2004;0.195121951
Conger conger;SWC-IBTS1;2005;0.045454546
Conger conger;SWC-IBTS1;2006;0.16
Conger conger;SWC-IBTS1;2007;0.116666667
Conger conger;SWC-IBTS1;2008;0.08
Conger conger;SWC-IBTS1;2009;0.106382979
Conger conger;SWC-IBTS1;2010;0.148148148
Conger conger;SWC-IBTS1;2011;0.458333333
Conger conger;SWC-IBTS1;2012;0.169642857
Conger conger;SWC-IBTS1;2013;0.196428571
Conger conger;SWC-IBTS1;2014;0.163265306
Conger conger;SWC-IBTS1;2015;0.235
Conger conger;SWC-IBTS1;2016;0.075471698
Conger conger;SWC-IBTS1;2017;0.142857143
Conger conger;SWC-IBTS1;2018;0.043478261
Conger conger;SWC-IBTS4;1990;0.022727273
Conger conger;SWC-IBTS4;1991;0.1
Conger conger;SWC-IBTS4;1992;0.104166667
Conger conger;SWC-IBTS4;1993;0.318181818
Conger conger;SWC-IBTS4;1994;0.058823529
Conger conger;SWC-IBTS4;1995;0.083333333
Conger conger;SWC-IBTS4;1996;0.338709677
Conger conger;SWC-IBTS4;1997;0.397435897
Conger conger;SWC-IBTS4;1998;0.290322581
Conger conger;SWC-IBTS4;1999;0.266666667
Conger conger;SWC-IBTS4;2000;0.936170213
Conger conger;SWC-IBTS4;2001;0.695652174
Conger conger;SWC-IBTS4;2002;0.684210526
Conger conger;SWC-IBTS4;2003;0.25
Conger conger;SWC-IBTS4;2004;0.266666667
Conger conger;SWC-IBTS4;2005;0.471153846
Conger conger;SWC-IBTS4;2006;0.3125
Conger conger;SWC-IBTS4;2007;0.339285714
Conger conger;SWC-IBTS4;2008;0.304347826
Conger conger;SWC-IBTS4;2009;0.461538462
Conger conger;SWC-IBTS4;2011;0.441176471
Conger conger;SWC-IBTS4;2012;0.1875
Conger conger;SWC-IBTS4;2014;0.5
Conger conger;SWC-IBTS4;2015;0.251077586
Conger conger;SWC-IBTS4;2016;0.176470588
Conger conger;SWC-IBTS4;2017;0.2
Conger conger;SWC-IBTS4;2018;0.135185185
Dasyatis pastinaca;EVHOE;1997;0.125
Dasyatis pastinaca;EVHOE;1998;0.2
Dasyatis pastinaca;EVHOE;1999;1.173611111
Dasyatis pastinaca;EVHOE;2000;0.125
Dasyatis pastinaca;EVHOE;2001;0.0625
Dasyatis pastinaca;EVHOE;2002;0.2
Dasyatis pastinaca;EVHOE;2003;0.234615385
Dasyatis pastinaca;EVHOE;2004;0.111111111
Dasyatis pastinaca;EVHOE;2005;0
Dasyatis pastinaca;EVHOE;2006;0.168821839
Dasyatis pastinaca;EVHOE;2007;0.176470588
Dasyatis pastinaca;EVHOE;2008;0.055555556
Dasyatis pastinaca;EVHOE;2009;0.074441687
Dasyatis pastinaca;EVHOE;2010;0.325396825
Dasyatis pastinaca;EVHOE;2011;0.166666667
Dasyatis pastinaca;EVHOE;2012;0.333333333
Dasyatis pastinaca;EVHOE;2013;0.086206897
Dasyatis pastinaca;EVHOE;2014;0.330851944
Dasyatis pastinaca;EVHOE;2015;0
Dasyatis pastinaca;EVHOE;2016;0.052631579
Dasyatis pastinaca;FR-CGFS;1988;0.148083333
Dasyatis pastinaca;FR-CGFS;1989;0.019230769
Dasyatis pastinaca;FR-CGFS;1990;0.015625
Dasyatis pastinaca;FR-CGFS;1991;0.057816901
Dasyatis pastinaca;FR-CGFS;1992;0.02
Dasyatis pastinaca;FR-CGFS;1993;0.036363636
Dasyatis pastinaca;FR-CGFS;1994;0.039473684
Dasyatis pastinaca;FR-CGFS;1995;0
Dasyatis pastinaca;FR-CGFS;1996;0.021276596
Dasyatis pastinaca;FR-CGFS;1997;0.02739726
Dasyatis pastinaca;FR-CGFS;1998;0.089552239
Dasyatis pastinaca;FR-CGFS;1999;0.012048193
Dasyatis pastinaca;FR-CGFS;2000;0.024096386
Dasyatis pastinaca;FR-CGFS;2001;0
Dasyatis pastinaca;FR-CGFS;2002;0.07435743
Dasyatis pastinaca;FR-CGFS;2003;0
Dasyatis pastinaca;FR-CGFS;2004;0
Dasyatis pastinaca;FR-CGFS;2005;0.122903226
Dasyatis pastinaca;FR-CGFS;2006;0.125
Dasyatis pastinaca;FR-CGFS;2007;0.07654321
Dasyatis pastinaca;FR-CGFS;2008;0.046511628
Dasyatis pastinaca;FR-CGFS;2009;0.023809524
Dasyatis pastinaca;FR-CGFS;2010;0.014861111
Dasyatis pastinaca;FR-CGFS;2011;0.033370787
Dasyatis pastinaca;FR-CGFS;2012;0.138996139
Dasyatis pastinaca;FR-CGFS;2013;0.05
Dasyatis pastinaca;FR-CGFS;2014;0
Dasyatis pastinaca;FR-CGFS;2015;0.076923077
Dasyatis pastinaca;FR-CGFS;2016;0.014925373
Dasyatis pastinaca;FR-CGFS;2017;0.158333333
Dasyatis pastinaca;FR-CGFS;2018;0
Deania calcea;EVHOE;1997;0
Deania calcea;EVHOE;1998;0
Deania calcea;EVHOE;1999;0.747311828
Deania calcea;EVHOE;2000;0.135632184
Deania calcea;EVHOE;2001;0.073891626
Deania calcea;EVHOE;2002;0
Deania calcea;EVHOE;2003;0.043859649
Deania calcea;EVHOE;2004;0
Deania calcea;EVHOE;2005;0.882352941
Deania calcea;EVHOE;2006;0.145320197
Deania calcea;EVHOE;2007;1.687179487
Deania calcea;EVHOE;2008;0
Deania calcea;EVHOE;2009;0.988636364
Deania calcea;EVHOE;2010;0
Deania calcea;EVHOE;2011;0
Deania calcea;EVHOE;2012;0
Deania calcea;EVHOE;2013;0.598901099
Deania calcea;EVHOE;2014;0.501152074
Deania calcea;EVHOE;2015;0.558312655
Deania calcea;EVHOE;2016;0
Dipturus spp;EVHOE;1997;0.439139553
Dipturus spp;EVHOE;1998;0.46148298
Dipturus spp;EVHOE;1999;0.31998735
Dipturus spp;EVHOE;2000;0.153846154
Dipturus spp;EVHOE;2001;0.452803901
Dipturus spp;EVHOE;2002;0.408365262
Dipturus spp;EVHOE;2003;0.273403197
Dipturus spp;EVHOE;2004;0.171171171
Dipturus spp;EVHOE;2005;0.393171062
Dipturus spp;EVHOE;2006;0.397177419
Dipturus spp;EVHOE;2007;0.315315315
Dipturus spp;EVHOE;2008;0.432506887
Dipturus spp;EVHOE;2009;0.231345715
Dipturus spp;EVHOE;2010;0.032258065
Dipturus spp;EVHOE;2011;0.105263158
Dipturus spp;EVHOE;2012;0.18
Dipturus spp;EVHOE;2013;0.294010889
Dipturus spp;EVHOE;2014;0.284079084
Dipturus spp;EVHOE;2015;0.427174976
Dipturus spp;EVHOE;2016;0.431693548
Dipturus spp;NS-IBTS1;1966;0
Dipturus spp;NS-IBTS1;1967;0
Dipturus spp;NS-IBTS1;1968;0.071428571
Dipturus spp;NS-IBTS1;1969;0.071428571
Dipturus spp;NS-IBTS1;1970;0.104166667
Dipturus spp;NS-IBTS1;1971;0.066666667
Dipturus spp;NS-IBTS1;1972;0.03
Dipturus spp;NS-IBTS1;1973;0
Dipturus spp;NS-IBTS1;1974;0.046511628
Dipturus spp;NS-IBTS1;1975;0.018867925
Dipturus spp;NS-IBTS1;1976;0
Dipturus spp;NS-IBTS1;1977;0.007692308
Dipturus spp;NS-IBTS1;1978;0.006944444
Dipturus spp;NS-IBTS1;1979;0.005434783
Dipturus spp;NS-IBTS1;1980;0.005102041
Dipturus spp;NS-IBTS1;1981;0
Dipturus spp;NS-IBTS1;1982;0
Dipturus spp;NS-IBTS1;1983;0.193548387
Dipturus spp;NS-IBTS1;1984;0.067708333
Dipturus spp;NS-IBTS1;1985;0.036363636
Dipturus spp;NS-IBTS1;1986;0.03271028
Dipturus spp;NS-IBTS1;1987;0.004807692
Dipturus spp;NS-IBTS1;1988;0.017699115
Dipturus spp;NS-IBTS1;1989;0
Dipturus spp;NS-IBTS1;1990;0
Dipturus spp;NS-IBTS1;1991;0.034653465
Dipturus spp;NS-IBTS1;1992;0
Dipturus spp;NS-IBTS1;1993;0.041666667
Dipturus spp;NS-IBTS1;1994;0.00990099
Dipturus spp;NS-IBTS1;1995;0
Dipturus spp;NS-IBTS1;1996;0.03960396
Dipturus spp;NS-IBTS1;1997;0.030927835
Dipturus spp;NS-IBTS1;1998;0.009615385
Dipturus spp;NS-IBTS1;1999;0.010416667
Dipturus spp;NS-IBTS1;2000;0
Dipturus spp;NS-IBTS1;2001;0
Dipturus spp;NS-IBTS1;2002;0.009174312
Dipturus spp;NS-IBTS1;2003;0
Dipturus spp;NS-IBTS1;2004;0
Dipturus spp;NS-IBTS1;2005;0.00952381
Dipturus spp;NS-IBTS1;2006;0
Dipturus spp;NS-IBTS1;2007;0.03960396
Dipturus spp;NS-IBTS1;2008;0.010309278
Dipturus spp;NS-IBTS1;2009;0.019417476
Dipturus spp;NS-IBTS1;2010;0.066666667
Dipturus spp;NS-IBTS1;2011;0.068041237
Dipturus spp;NS-IBTS1;2012;0.057692308
Dipturus spp;NS-IBTS1;2013;0.116013072
Dipturus spp;NS-IBTS1;2014;0.047745358
Dipturus spp;NS-IBTS1;2015;0.074074074
Dipturus spp;NS-IBTS1;2016;0.086734694
Dipturus spp;NS-IBTS1;2017;0.069306931
Dipturus spp;NS-IBTS1;2018;0.147407988
Dipturus spp;NS-IBTS3;1991;0.005263158
Dipturus spp;NS-IBTS3;1992;0
Dipturus spp;NS-IBTS3;1993;0.010204082
Dipturus spp;NS-IBTS3;1994;0.010309278
Dipturus spp;NS-IBTS3;1995;0
Dipturus spp;NS-IBTS3;1996;0.020618557
Dipturus spp;NS-IBTS3;1997;0
Dipturus spp;NS-IBTS3;1998;0.011627907
Dipturus spp;NS-IBTS3;1999;0.02173913
Dipturus spp;NS-IBTS3;2000;0
Dipturus spp;NS-IBTS3;2001;0
Dipturus spp;NS-IBTS3;2002;0.018867925
Dipturus spp;NS-IBTS3;2003;0.009803922
Dipturus spp;NS-IBTS3;2004;0
Dipturus spp;NS-IBTS3;2005;0.01
Dipturus spp;NS-IBTS3;2006;0.010147059
Dipturus spp;NS-IBTS3;2007;0.019230769
Dipturus spp;NS-IBTS3;2008;0.028834952
Dipturus spp;NS-IBTS3;2009;0.010752688
Dipturus spp;NS-IBTS3;2010;0.018691589
Dipturus spp;NS-IBTS3;2011;0.051546392
Dipturus spp;NS-IBTS3;2012;0.11592233
Dipturus spp;NS-IBTS3;2013;0.075073965
Dipturus spp;NS-IBTS3;2014;0.05867082
Dipturus spp;NS-IBTS3;2015;0.04587156
Dipturus spp;NS-IBTS3;2016;0.072
Dipturus spp;NS-IBTS3;2017;0.125621118
Dipturus spp;NS-IBTS3;2018;0.067846608
Dipturus spp;ROCKALL;1999;0.076923077
Dipturus spp;ROCKALL;2001;0.093023256
Dipturus spp;ROCKALL;2002;0
Dipturus spp;ROCKALL;2003;0.05
Dipturus spp;ROCKALL;2005;0.052631579
Dipturus spp;ROCKALL;2006;0.09375
Dipturus spp;ROCKALL;2007;0.158730159
Dipturus spp;ROCKALL;2008;0.121621622
Dipturus spp;ROCKALL;2009;0.048780488
Dipturus spp;ROCKALL;2011;0.279069767
Dipturus spp;ROCKALL;2012;0.545454546
Dipturus spp;ROCKALL;2013;0.655145929
Dipturus spp;ROCKALL;2014;1.004676982
Dipturus spp;ROCKALL;2015;0.625229478
Dipturus spp;ROCKALL;2016;1.000891776
Dipturus spp;ROCKALL;2017;2.460643958
Dipturus spp;ROCKALL;2018;1.381796308
Dipturus spp;SWC-IBTS1;1985;0.039215686
Dipturus spp;SWC-IBTS1;1986;0.140625
Dipturus spp;SWC-IBTS1;1987;0
Dipturus spp;SWC-IBTS1;1988;0.147727273
Dipturus spp;SWC-IBTS1;1989;0.014705882
Dipturus spp;SWC-IBTS1;1990;0.063063063
Dipturus spp;SWC-IBTS1;1991;0.125
Dipturus spp;SWC-IBTS1;1992;0.161764706
Dipturus spp;SWC-IBTS1;1993;0.180555556
Dipturus spp;SWC-IBTS1;1994;0.146341463
Dipturus spp;SWC-IBTS1;1995;0.097560976
Dipturus spp;SWC-IBTS1;1996;0.359649123
Dipturus spp;SWC-IBTS1;1997;0.111111111
Dipturus spp;SWC-IBTS1;1998;0.069444444
Dipturus spp;SWC-IBTS1;1999;0.181818182
Dipturus spp;SWC-IBTS1;2000;0.2
Dipturus spp;SWC-IBTS1;2001;0.108108108
Dipturus spp;SWC-IBTS1;2002;0.358974359
Dipturus spp;SWC-IBTS1;2003;0.303703704
Dipturus spp;SWC-IBTS1;2004;0.166666667
Dipturus spp;SWC-IBTS1;2005;0.146341463
Dipturus spp;SWC-IBTS1;2006;0.326086957
Dipturus spp;SWC-IBTS1;2007;0.339285714
Dipturus spp;SWC-IBTS1;2008;0.513333333
Dipturus spp;SWC-IBTS1;2009;0.599275362
Dipturus spp;SWC-IBTS1;2010;0.624727273
Dipturus spp;SWC-IBTS1;2011;0.641666667
Dipturus spp;SWC-IBTS1;2012;0.597576531
Dipturus spp;SWC-IBTS1;2013;0.730246914
Dipturus spp;SWC-IBTS1;2014;0.969415117
Dipturus spp;SWC-IBTS1;2015;0.981684028
Dipturus spp;SWC-IBTS1;2016;1.146605465
Dipturus spp;SWC-IBTS1;2017;1.038690476
Dipturus spp;SWC-IBTS1;2018;0.851578947
Dipturus spp;SWC-IBTS4;1990;0.217391304
Dipturus spp;SWC-IBTS4;1991;0.16
Dipturus spp;SWC-IBTS4;1992;0.153846154
Dipturus spp;SWC-IBTS4;1993;0.1875
Dipturus spp;SWC-IBTS4;1994;0.238095238
Dipturus spp;SWC-IBTS4;1995;0.1
Dipturus spp;SWC-IBTS4;1996;0.209677419
Dipturus spp;SWC-IBTS4;1997;0.05
Dipturus spp;SWC-IBTS4;1998;0.366666667
Dipturus spp;SWC-IBTS4;1999;0.321428571
Dipturus spp;SWC-IBTS4;2000;0.369369369
Dipturus spp;SWC-IBTS4;2001;0.2
Dipturus spp;SWC-IBTS4;2002;0.346938776
Dipturus spp;SWC-IBTS4;2003;0.25
Dipturus spp;SWC-IBTS4;2004;0.3
Dipturus spp;SWC-IBTS4;2005;0.35
Dipturus spp;SWC-IBTS4;2006;0.443333333
Dipturus spp;SWC-IBTS4;2007;0.515151515
Dipturus spp;SWC-IBTS4;2008;0.380434783
Dipturus spp;SWC-IBTS4;2009;0.565555556
Dipturus spp;SWC-IBTS4;2011;0.72972973
Dipturus spp;SWC-IBTS4;2012;1.165185185
Dipturus spp;SWC-IBTS4;2014;1.253968254
Dipturus spp;SWC-IBTS4;2015;0.992013889
Dipturus spp;SWC-IBTS4;2016;0.988636364
Dipturus spp;SWC-IBTS4;2017;1.230952381
Dipturus spp;SWC-IBTS4;2018;0.942380738
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
Galeorhinus galeus;EVHOE;1997;0.042274053
Galeorhinus galeus;EVHOE;1998;0.041666667
Galeorhinus galeus;EVHOE;1999;0.214888338
Galeorhinus galeus;EVHOE;2000;0.146121954
Galeorhinus galeus;EVHOE;2001;0.075431035
Galeorhinus galeus;EVHOE;2002;0.030745968
Galeorhinus galeus;EVHOE;2003;0.054794521
Galeorhinus galeus;EVHOE;2004;0.057142857
Galeorhinus galeus;EVHOE;2005;0.144511116
Galeorhinus galeus;EVHOE;2006;0.018181818
Galeorhinus galeus;EVHOE;2007;0.038624788
Galeorhinus galeus;EVHOE;2008;0.077922078
Galeorhinus galeus;EVHOE;2009;0.066176471
Galeorhinus galeus;EVHOE;2010;0.128205128
Galeorhinus galeus;EVHOE;2011;0.086048971
Galeorhinus galeus;EVHOE;2012;0.202751084
Galeorhinus galeus;EVHOE;2013;0.046875
Galeorhinus galeus;EVHOE;2014;0.116966382
Galeorhinus galeus;EVHOE;2015;0.086489014
Galeorhinus galeus;EVHOE;2016;0.191158901
Galeorhinus galeus;FR-CGFS;1988;1.0418
Galeorhinus galeus;FR-CGFS;1989;0.069767442
Galeorhinus galeus;FR-CGFS;1990;0.087719298
Galeorhinus galeus;FR-CGFS;1991;0.149761905
Galeorhinus galeus;FR-CGFS;1992;0.134920635
Galeorhinus galeus;FR-CGFS;1993;0.541585613
Galeorhinus galeus;FR-CGFS;1994;0.207261905
Galeorhinus galeus;FR-CGFS;1995;0.198412698
Galeorhinus galeus;FR-CGFS;1996;0.051282051
Galeorhinus galeus;FR-CGFS;1997;0.397285975
Galeorhinus galeus;FR-CGFS;1998;0.068965517
Galeorhinus galeus;FR-CGFS;1999;0.279497355
Galeorhinus galeus;FR-CGFS;2000;0.163380282
Galeorhinus galeus;FR-CGFS;2001;0.012987013
Galeorhinus galeus;FR-CGFS;2002;0.224331551
Galeorhinus galeus;FR-CGFS;2003;0.040820896
Galeorhinus galeus;FR-CGFS;2004;0.015625
Galeorhinus galeus;FR-CGFS;2005;0.038461539
Galeorhinus galeus;FR-CGFS;2006;0.053333333
Galeorhinus galeus;FR-CGFS;2007;0.244740758
Galeorhinus galeus;FR-CGFS;2008;0.137008929
Galeorhinus galeus;FR-CGFS;2009;0.112341772
Galeorhinus galeus;FR-CGFS;2010;0.076923077
Galeorhinus galeus;FR-CGFS;2011;0.06097561
Galeorhinus galeus;FR-CGFS;2012;0.082191781
Galeorhinus galeus;FR-CGFS;2013;0.056338028
Galeorhinus galeus;FR-CGFS;2014;0.168918919
